web-scraper-order,web-scraper-start-url,pagination,name,street,zip-code,city
"1632986543-905","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Grumbacher Weg 1","97273","Kürnach"
"1632986643-7129","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Brüggemeier","Antwerpener Platz 1","47623","Kevelaer"
"1632986610-5102","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","E aktiv markt Sauer","Alzeyer Str. 242-244","67549","Worms - Pfiffligheim"
"1632986674-8807","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","E Center Frauen","Rotenbrook 4","25524","Itzehoe"
"1632986578-3152","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Roemerstraße","85055","Ingolstadt"
"1632986634-6496","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Kiwall & Schürmann","Münsterstr. 23","48341","Altenberge"
"1632986543-1015","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Büto","Am Weihbach 1","98673","Eisfeld"
"1632986567-2601","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Aumann","Glasbühlstr. 22","88161","Lindenberg"
"1632986617-5591","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Baumann","Zum Schlichshof 3","50170","Kerpen"
"1632986604-4678","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv markt Möder","Lanzstr. 2","68804","Altlussheim"
"1632986624-5736","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Wirz","Fraukircher Str. 26e","56637","Plaidt"
"1632986604-4755","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv Markt Lajos","Waldstr. 1","64807","Dieburg"
"1632986652-7569","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Bahrs","Magdeburger Str. 16a","39646","Oebisfelde"
"1632986643-6855","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","E center Handick","Matthias-Hoeren-Platz 1-7","41352","Korschenbroich"
"1632986674-8499","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Böse","Heideweg 2","26160","Bad Zwischenahn"
"1632986543-700","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Kreuziger","Im Gewerbegebiet 28","93458","Eschlkam"
"1632986567-2027","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E xpress","Hauptplatz 4","82131","Gauting"
"1632986598-4251","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Tamm","Bissinger Str. 10","71732","Tamm"
"1632986567-2596","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E center Ehingen","Karpfenweg 10-12","89584","Ehingen (Donau)"
"1632986553-1290","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Grubmüller","Hofmarkstr. 22","94529","Aicha"
"1632986643-6856","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Edeka Hommel","Akko-Allee/Rottstr.","45659","Recklinghausen-Hochlar"
"1632986553-1650","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Matterstockstr. 29","97080","Würzburg-Grombühl"
"1632986661-8103","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Dörfel","Hasselweg 2","31848","Bad Münder Am Deister"
"1632986661-7920","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Backofenstr. 1","34479","Breuna"
"1632986634-6459","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Dröschel","Auf dem Bünder 3a","46562","Voerde"
"1632986694-10139","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","E neukauf Wessel","Am Markt 1","17219","Möllenhagen"
"1632986617-5616","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA","Niederzierer Straße 86","52382","Niederzier Oberzier"
"1632986685-9707","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Th.Wohlert","Osterbekstr. 5","24367","Osterby"
"1632986685-9457","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Süllau Bargteheide","Rathausstr. 20","22941","Bargteheide"
"1632986589-3688","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA","Flachter Str. 2","71277","Rutesheim"
"1632986694-10031","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Schatz","Schubartstr. 48","13509","Berlin"
"1632986578-3265","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Bruckmeier","Hofmarkstr. 7","84335","Mitterskirchen"
"1632986553-1365","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Pelzleinstr. 41","90574","Roßtal"
"1632986567-2041","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Rodelweg 7","82067","Ebenhausen"
"1632986604-4768","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA","Aschaffenburger Str. 90","63500","Seligenstadt"
"1632986578-3136","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Donau-City-Center","Frühlingstr. 35","85055","Ingolstadt"
"1632986598-4619","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E aktiv Markt Mutschler","Schwabenmatten 5","79292","Pfaffenweiler"
"1632986643-6770","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Kaiser's","Luegallee 91","40545","Düsseldorf"
"1632986661-8146","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Wucherpfennig","Anderterstr. 11","30629","Hannover-Misburg"
"1632986598-4644","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA","Gartenstr. 11","79639","Grenzach-Wyhlen"
"1632986553-1565","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Schneidermarkt","Carl-Burger-Str. 8","95445","Bayreuth-Kreuz"
"1632986530-186","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Bühler","Rudolf-Breitscheid-str. 2","04720","Doebeln"
"1632986589-3636","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Ueltzhöfer","Mühlweg 20","74199","Untergruppenbach"
"1632986530-142","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA","Hirschprunger Str. 11","01773","Altenberg"
"1632986694-10222","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA","Neue Strandstr. 1","17454","Zinnowitz"
"1632986643-6920","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Mönchengladbach Hardter Straße","Hardter Str. 4-10","41179","Mönchengladbach"
"1632986685-9244","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Bleise","Reinbeker Redder 283","21031","Hamburg-Lohbrügge-Bergedorf"
"1632986578-3367","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Hirschstr. 10","87527","Sonthofen"
"1632986643-6686","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Dörfer","Geßlerstr. 5-11","44141","Dortmund-Wambel"
"1632986674-8832","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Gruener Weg 11","24539","Neumuenster"
"1632986661-8111","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Linke","Lange Str. 25-31","32105","Bad Salzuflen"
"1632986589-3788","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Fedele","Wildbader Str. 49","75323","Bad Wildbad/Calmbach-Calmbach"
"1632986553-1806","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Breite Wiese 4","98596","Brotterode"
"1632986685-9476","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E center Vagts","Schiffdorfer Chaussee 18","27574","Bremerhaven"
"1632986624-6051","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA","Kreisstr. 57-63","59379","Selm"
"1632986543-707","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Scherr","Hauptstr. 9","93464","Tiefenbach"
"1632986530-143","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA","Schillerstr. 1","09648","Mittweida"
"1632986604-4950","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Kunzler","Provinzialstr. 28","66787","Wadgassen-Schaffhausen"
"1632986543-860","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Frischemarkt Schliermann","Weingartenstr. 2","97337","Dettelbach"
"1632986661-7750","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Im Vorwerk 40","36456","Barchfeld"
"1632986701-10511","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Herrmann","Bekassinenweg 24","13503","Berlin-Heiligensee-Heiligensee"
"1632986694-9883","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Groß","Körnerstr. 30","12157","Berlin"
"1632986634-6403","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Hensges","Jülicher Str. 4","41849","Wassenberg"
"1632986530-180","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Richter","Bismarckstr. 30","01680","Nossen"
"1632986598-4314","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA KOCHmarkt","Zeppelinstr. 1","72348","Rosenfeld"
"1632986578-2949","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Karavil","Wendelsteinstr. 1-3","83109","Großkarolinenfeld"
"1632986652-7359","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Heimkehrerstr. 12","37133","Friedland"
"1632986694-10166","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Jens Meier","Bützower Str. 1","19417","Warin"
"1632986598-4125","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Schieber","Alfred-Klingele-Str. 3","73630","Remshalden"
"1632986624-5785","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Dick","Hauptstr. 26-28","51580","Reichshof - Denklingen"
"1632986553-1810","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","E aktiv Markt Löhr","Hauptstr. 53","99869","Emleben"
"1632986674-8814","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Richter","Ostlandplatz 9-11","25524","Itzehoe"
"1632986567-2345","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Rogoll","Schardthof 4","84051","Essenbach"
"1632986589-3443","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","Regionalmarkt Bengelmann","Hauptstr. 60","73466","Lauchheim"
"1632986674-8997","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Matthiessen","Am Markt 7","24955","Harrislee"
"1632986610-5011","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Kissel Altrip","Ludwigstr. 34-36","67122","Altrip"
"1632986694-9808","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Franeck","Goethestr. 1","15834","Rangsdorf"
"1632986598-4418","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E aktiv Markt Piston - Getränkemarkt","Boschstr. 9","76307","Langensteinbach"
"1632986694-9945","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Fil. 5454","Budapester Str. 38-50","10787","Berlin"
"1632986567-2154","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Aichacher Str. 16","86453","Dasing"
"1632986567-2482","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Kriegseis","Eichstätter Str. 16","85110","Kipfenberg"
"1632986598-4558","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA","Kirchstr. 11","79736","Rickenbach"
"1632986661-8234","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Adam","Bünder Str. 102","32289","Rödinghausen"
"1632986685-9606","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Wähler","Am Markt 1-3","23743","Grömitz"
"1632986674-8658","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Bannat","Harksheider Str. 2","22399","Hamburg"
"1632986543-471","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Weghofstr. 6","94086","Bad Griesbach"
"1632986598-4312","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Rentschler","Stuttgarter Str. 30","72184","Eutingen im Gäu"
"1632986610-5205","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA","Europastr. 11","65385","Rüdesheim"
"1632986553-1160","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","E center","Weichser Weg 5","93059","Regensburg"
"1632986685-9262","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Junius","Möllner Landstr. 119","21509","Glinde"
"1632986567-1979","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E xpress","Planegger Str. 51","81241","München"
"1632986567-2012","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E center","Rathausplatz 9","85716","Unterschleißheim"
"1632986643-7111","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Wolf & Wolf","Heerstr. 5","49492","Westerkappeln"
"1632986553-1554","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Legat","Bayreuther Str. 32","95478","Kemnath"
"1632986685-9614","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Maltzahn","Nordenerstr. 1","26556","Westerholt"
"1632986604-4886","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Dressler","Im Bruch 11","66917","Wallhalben"
"1632986598-4484","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Lehmann","Spießacker 15-17","77716","Haslach im Kinzigtal"
"1632986598-4225","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","Aach Center","Bahnhofstr. 10","78333","Stockach"
"1632986674-8385","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Bredow","Papenstr. 5","28195","Bremen"
"1632986617-5596","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Schmitt","Kleistr. 22","59427","Unna-Massen"
"1632986674-8874","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Scheich","Plöner Landstr. 18","24211","Schellhorn"
"1632986553-1285","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Nürnberger Str. 27","90518","Altdorf"
"1632986661-7934","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Papenheimer Str. 65","34414","Warburg"
"1632986530-100","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA","1hnstr. 76","09126","Chemnitz"
"1632986578-2675","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","E xpress","Entenbachstr. 28","81541","München"
"1632986567-2310","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Summerer","Priener Str. 52","83125","Eggstätt"
"1632986553-1829","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Hauptstr. 90","99820","Hörselberg-Hainich"
"1632986578-3316","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","nah & gut Stumpf","Zugspitzstr. 10B","87493","Lauben (Oberallgäu)"
"1632986598-4390","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","E center","Vockenhauser Str. 15","78048","Villingen-Schwenningen"
"1632986685-9029","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Müller","Klosterhof 34","29336","Nienhagen"
"1632986578-2683","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Tekin","Buschingstr. 67","81677","München"
"1632986567-2098","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Hauptstr. 103","82327","Tutzing"
"1632986652-7689","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Niehoff","JAMMERPATT 2","33829","BORGHOLZHAUSEN"
"1632986604-4865","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Flaschkowatz","Landauer Str. 3","66953","Pirmasens"
"1632986674-8274","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Schulze","Wiesenweg 23","29313","Hambühren"
"1632986701-10341","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Fil. 5447","Albrechtstr. 22-26","12167","Berlin"
"1632986578-2778","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Höltkemeyer","An Der Schäferwiese 26","81245","München"
"1632986604-4801","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA","Seligenstädter Str. 68","63179","Obertshausen-Hausen"
"1632986701-10354","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Filiale 5457","Tempelhofer Damm 198","12099","Berlin-Tempelhof"
"1632986617-5585","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Fischenich","Dansweiler str. 3/Brauweiler S","50129","Bergheim - Glessen"
"1632986685-9278","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA","Kroogblöcke 40 - 44","22119","Hamburg"
"1632986589-4003","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Feißt","Hauptstr. 23","77966","Kappel-Grafenhausen"
"1632986694-9814","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Schmidt","Potsdamer Str. 79","14550","Groß Kreutz"
"1632986685-9615","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Boll","Gehrn 17","25596","Wacken"
"1632986694-10252","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Markt Vitte","Wallweg 1","18565","Insel Hiddensee"
"1632986701-10645","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Baaß","Am Sportplatz 19","17159","Dargun"
"1632986694-10159","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","E center Jörg Berndt","Torgelower Straße 58","17309","Pasewalk"
"1632986598-4132","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Vrakas","In der Raite 20","72800","Eningen"
"1632986553-1103","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Kirschner","Donaustr. 13","93333","Neustadt"
"1632986685-9143","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Meyer","Bahnhofstr. 79","21441","Garstedt"
"1632986674-8521","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Bobsien Inh. Jana Walus","Köhlfleet-Hauptdeich 7","21129","Hamburg-Finkenwerder"
"1632986617-5511","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Gans","Ostheimer Str. 42","51103","Köln-Vingst"
"1632986553-1674","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Kiesel","Am Point 1","97277","Neubrunn"
"1632986661-7793","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Burharver Str. 1","36205","Sontra"
"1632986685-9084","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Meyer","Visselgoeveder Str. 9","29643","Neunkirchen"
"1632986567-2243","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Huber","Ingolstädter Str. 4","84048","Mainburg"
"1632986543-789","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Härtl","Neustaedter str. 66","92670","Windischeschenbach"
"1632986589-3979","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","E neukauf Bad Säckingen","Untere Flüh 13","79713","Bad Säckingen"
"1632986553-1217","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Baronholz 1","94347","Ascha"
"1632986530-161","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Fuhrmann","Schulplatz 5","04575","Neukieritzsch"
"1632986598-4437","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Bruder","Kreuzstr. 5-7","78098","Triberg im Schwarzwald"
"1632986674-8858","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Rah","Ankerstr. 1","26736","Krummhörn"
"1632986634-6322","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Reckmann","Badenstr. 19-23","41061","Mönchengladbach"
"1632986701-10587","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","E aktiv markt Ueltzen","Klenower Str. 59-61","19288","Ludwigslust"
"1632986553-1627","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Langhojer-Schneiderbanger","Geracher Str. 1","96182","Reckendorf"
"1632986578-3131","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Stoll","Pouzauges Ring 19","86405","Meitingen"
"1632986604-4830","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv markt Ercan","Diamantstr. 6","65468","Trebur-Geinsheim"
"1632986701-10559","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Hübner","Wilhelmstr. 28","16269","Wriezen"
"1632986610-5012","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Stenger","Würzburger Str. 188","63743","Aschaffenburg"
"1632986578-3065","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Prechtl","Nußdorfer Str. 33-35","83098","Brannenburg"
"1632986567-2349","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Gerolfinger Str. 125","85049","Ingolstadt"
"1632986530-243","https://www.meinprospekt.de/filialen/edeka/0","","E center","Merseburger Str. 40","06110","Halle"
"1632986543-747","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Neugebauer","Jahnstr. 13","91083","Baiersdorf"
"1632986643-6854","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Strohbücker","Bergstr. 6","48351","Everswinkel"
"1632986543-1010","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Untere Au 1 A","97702","Münnerstadt"
"1632986685-9454","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Tiedemann","Hauptstr. 15","21726","Oldendorf"
"1632986530-181","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Richter","Bismarckstr. 30","01683","Nossen"
"1632986685-9395","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","SchlemmerMarkt Struve","Hummelsbütteler Landstr. 9-11","22335","Hamburg"
"1632986553-1218","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Kalischko","Knorrstr. 9","94501","Aldersbach"
