web-scraper-order,web-scraper-start-url,pagination,name,street,zip-code,city
"1632986604-4708","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Zimmermann","Heidelberger Str. 48","68519","Viernheim"
"1632986567-1879","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Einsteinstr. 96","81675","München"
"1632986567-1890","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Tekin","Buschingstr. 67","81677","München"
"1632986543-793","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Stadter","Industriestr. 19","96114","Hirschaid"
"1632986543-904","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E-Center","Georg-August-Christ-Straße 19","97249","Eisingen"
"1632986624-6075","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Verboket","Johannesstr. 16","52525","Waldfeucht-Haaren"
"1632986553-1242","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Achatz","Straubinger Str. 5","94375","Stallwang"
"1632986643-6923","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Laudage","Düsseldorfer Str. 107","47239","Duisburg-Rumeln"
"1632986701-10498","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Schatz","Schubartstr. 48","13509","Berlin"
"1632986589-3814","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Piston Getränkemarkt","In Der Salzwiese 1","76327","Pfinztal-Söllingen"
"1632986610-5090","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA","Konrad-Adenauer-Str. 2","63512","Hainburg-Hainstadt"
"1632986578-2937","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Templin","Bahnhofstr. 28","83674","Gaißach"
"1632986701-10291","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Brandenburger Straße","Brandenburger Str. 30-31","14467","Potsdam"
"1632986567-2225","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E aktiv markt Dreifke","Eschenweg 3","84148","Velden"
"1632986553-1310","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","E aktiv Herter","Im Tal 1","91623","Sachsen B. Ansbach"
"1632986578-3269","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Ellinger","Laufener Str. 22b","84529","Tittmoning"
"1632986543-984","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","E-Center","Gnaileser Straße 29","96472","Rödental"
"1632986567-1975","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","E xpress","Fellererplatz 3","81479","München"
"1632986661-8020","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA MAYER","Hellweg 12","32825","Blomberg"
"1632986694-10086","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","E neukauf Fürst","Im Gutshof 5","19336","Bad Wilsnack"
"1632986543-832","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Schneidermarkt","Lehengraben 2","95463","Bindlach"
"1632986652-7621","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Köhler","Stendalerstr. 89","39638","Gardelegen"
"1632986701-10324","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Center Siriusstraße","Siriusstr. 1","12524","Berlin"
"1632986661-7751","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA","Ladestr. 3","36448","Bad Liebenstein"
"1632986530-32","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA","Lauterer Str. 48","08315","Bernsbach"
"1632986643-6768","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Edeka Haupt","Holzheimer Weg 44","41464","Neuss"
"1632986578-3232","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Mühlenweg 3 - 5","82481","Mittenwald"
"1632986578-2702","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","E xpress","Cosimastr. 4","81927","München"
"1632986604-4858","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Moses","Lemberger Str. 268","66955","Pirmasens-Ruhbank"
"1632986604-4836","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","E aktiv markt Boßler","Konrad-Adenauer-Ring 65","65428","Rüsselsheim - Königstädten"
"1632986685-9729","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E center Jessen","Siemensstr. 34 - 36","25813","Husum"
"1632986589-3585","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","E center Mössingen","Daimlerstr. 5","72116","Mössingen"
"1632986604-4956","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","Frischemarkt Kunzler","Vorstadtstr. 21","66793","Saarwellingen"
"1632986604-4881","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Nolte","Am Hinkelhaus 1","65207","Wiesbaden-Auringen"
"1632986553-1338","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Kriegl","Gärbachstr. 1","94154","Neukirchen V. Wald"
"1632986652-7529","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Ottenheide 6","33758","Schloss-Holte"
"1632986589-3658","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Frank","Erlachstr. 45","74223","Flein"
"1632986617-5324","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","E neukauf Kilian","Fontenay-Le-Fleury Platz","57567","Daaden"
"1632986685-9725","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E aktiv Markt Hartmann","Gartenstraße 6","24351","Damp"
"1632986643-6743","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","Kaisers","Grafenberger Allee 399-401","40235","Düsseldorf (Grafenberg)"
"1632986634-6448","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA","Von-Schonebeck-Ring 1","48161","Muenster"
"1632986617-5492","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Feldmann-Höner","Koelner Str. 104","51429","Bergisch-Gladbach-Bensber"
"1632986652-7586","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Bahrs","Thälmannstr. 29","39649","Gardelegen"
"1632986604-4658","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Arlt","Industriestr. 7","69239","Neckarsteinach"
"1632986674-8992","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","Frischemarkt Amrumer Zentralmarkt, Inh. Müller","Inselstr. 29","25946","Wittdün"
"1632986553-1436","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Luger","Nunzenrieder Str. 14","92526","Oberviechtach"
"1632986578-3193","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA","Erhartinger Str. 77","84513","Töging"
"1632986589-3605","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","Mayer's Frischemarkt","Grossbottwarer Str. 47","71720","Oberstenfeld"
"1632986652-7488","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA WUNDER","Buelowstr. 42","46562","Voerde -Friedrichsfeld-"
"1632986634-6454","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Uttrodt","Danziger Platz 5","46569","Hünxe-Bruckhausen"
"1632986661-7990","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Prange","Agnetenstr. 21","39106","Magdeburg"
"1632986685-9094","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Ehlers","Bahnhofstr. 39-41","29640","Schneverdingen"
"1632986543-799","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","Duerr","Gartenweg 11","97239","Aub / Gruensfeld / Roettingen"
"1632986567-2435","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA","Von-Brug-Str. 7-11","82467","Garmisch-Partenkirchen"
"1632986543-595","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Hauptstraße 54","90547","Stein bei Nürnberg"
"1632986598-4433","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Fechtig","Hauptstr. 23","79777","Birkendorf-Ühlingen"
"1632986661-8200","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","E center Wehrmann","Industriestr. 6-8","32139","Spenge"
"1632986543-509","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Schellererstr. 1","93426","Roding"
"1632986553-1266","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Allescher","Orleitenweg 2","93489","Schorndorf"
"1632986553-1775","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Geuß","Schleusinger Str. 64","98673","Brattendorf"
"1632986652-7565","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA Jacoby","Mittelstr. 30","31319","Sehnde"
"1632986530-173","https://www.meinprospekt.de/filialen/edeka/0","","EDEKA Zellwaldcenter","Nossener Str. 5 a","09603","Großvoigtsberg"
"1632986604-4933","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Kunzler","Bergstr. 1","66115","Saarbrücken-Burbach"
"1632986661-8239","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Center Hanekamp","Königsberger Str. 45","31535","Neustadt Am Rübenberge"
"1632986610-4986","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Bauer","Im Höning 2","63820","Elsenfeld"
"1632986674-8595","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA","Westerstedter Str. 3","26160","Bad Zwischenahn"
"1632986685-9125","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","EDEKA Michael Schreib","Nindorfer Moorweg 1a","21354","Bleckede"
"1632986634-6346","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Zakrzewski","Im Fuhlenbrock 147","46242","Bottrop"
"1632986543-838","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Waigandt","Woerthstr. 7","97318","Kitzingen"
"1632986598-4216","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Baisch","Hauptstr. 5","70563","Stuttgart-Vaihingen"
"1632986617-5339","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5","EDEKA Bungert","Friedrichstr. 59","54516","Wittlich"
"1632986701-10665","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","Frischemarkt Bartelt","Dorfstr. 3","17495","Züssow"
"1632986661-8068","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","E center","Osttangente 4","31832","Springe"
"1632986674-8766","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2","EDEKA Burmeister","Gieschenhagen 1a+b 1a/B 1a/b","23795","Bad Segeberg"
"1632986553-1530","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Sauer","Ebernmannstädter Str. 23","91365","Weilersbach"
"1632986604-4661","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Zipser","Hainbrunner Str. 10a","69434","Hirschhorn"
"1632986589-3608","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Neumann","Grazer Str. 34","70469","Stuttgart-Feuerbach"
"1632986598-4048","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","EDEKA Göres","Heidenheimer Str. 36","73450","Neresheim"
"1632986543-616","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Schwaiberger","Dr.-Fritz-Ebert-Str. 1","94034","Passau-Grubweg"
"1632986701-10491","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1#","EDEKA Peth","Berliner Allee 100","13088","Berlin"
"1632986553-1641","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA Ottinger","Neudecker Str. 2","96260","Weismain"
"1632986610-5262","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA Kunzler","Zur Breitwies 2","66793","Saarwellingen"
"1632986543-408","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Brumbauer","Schloßstr. 17","93186","Pettendorf"
"1632986598-4276","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7#","nah und gut Münchow","Brunnenstr. 17-19","78224","Überlingen Am Ried"
"1632986643-7144","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Münstermann","Bahnhofstr. 7","48619","Heek"
"1632986578-3043","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","EDEKA Don Bosco","Hauptstr. 20","84544","Aschau a. Inn"
"1632986643-7176","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","E center Stroetmann","Graf-Egbert-Str. 9","48465","Schüttorf"
"1632986685-9384","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","Frischemarkt Volker Klein","Bahnhofstr. 31","22880","Wedel"
"1632986652-7725","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3","EDEKA","Lemförder Str. 18","32369","Rahden"
"1632986634-6249","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA Henrichs","Gemarkenstr. 131","45147","Essen-Holsterhausen"
"1632986567-1883","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Simmel","Einsteinstr. 130","81675","München"
"1632986567-2480","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8","EDEKA Peschka","Wilhelm-Scharnow-Str. 30","83329","Waging"
"1632986685-9465","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/2#","E neukauf Hayunga","Quickborner Str. 52","22844","Norderstedt-Friedrichsgabe"
"1632986604-4684","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Völkle","Hauptstr. 25","68535","Edingen-Neckarhausen"
"1632986661-8096","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Röthemeier","Lemgoer Str. 28","32689","Kalletal"
"1632986543-692","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA Bächner","Fischhausweg 6","91583","Schillingsfürst"
"1632986643-6649","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4#","EDEKA Rötzel","Kölner Str. 38-40","42897","Remscheid"
"1632986634-6309","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","EDEKA","Am Suedring Center 11","46236","Bottrop"
"1632986589-3857","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/7","EDEKA Fitterer","Beuerner Str. 12","76534","Baden-Baden-Lichtental-Lichtental"
"1632986694-10184","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","EDEKA Hörling","Schlossbergstr. 1c","17121","Loitz"
"1632986578-2691","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/8#","E xpress","Schlierseestr. 23","81541","München"
"1632986694-10251","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/1","Frischemarkt Gau","Schaulbarg 15","18565","Neuendorf / Hiddensee"
"1632986661-8003","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/3#","EDEKA Windmann","Alisostr. 2","33106","Paderborn-Elsen"
"1632986604-4758","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6","EDEKA Ercan","Gräfenbergweg 8","64372","Ober-Ramstadt"
"1632986624-5952","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/5#","EDEKA Sauer","Breite-Str. 11","59457","Werl-Westoennen"
"1632986543-526","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9","EDEKA","Luitpoldstraße 19","91550","Dinkelsbühl"
"1632986634-6205","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/4","Edeka Urbich","Mont-Cenis-Str. 279","44627","Herne"
"1632986553-1852","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/9#","EDEKA","Dr.-Robert-Koch-Straße","99734","Nordhausen"
"1632986610-5105","https://www.meinprospekt.de/filialen/edeka/0","https://www.meinprospekt.de/filialen/edeka/6#","EDEKA aktiv Markt","Wilhelm-Leuschner-Str. 61","64347","Griesheim"
